com.samsung.health.floors_climbed,1148009,6
end_time,floor,pkg_name,custom,update_time,start_time,datauuid,time_offset,create_time,raw_data,deviceuuid
"04/26/2024, 1:10:40 PM",1.000000,com.sec.android.app.shealth,,"04/26/2024, 1:11:51 PM","04/26/2024, 1:10:31 PM",78c672b6-86bd-e446-afb3-de37f0d6b128,-14400000,"04/26/2024, 1:11:51 PM",,xtfbSOmziO,
"04/26/2024, 4:39:26 PM",1.000000,com.sec.android.app.shealth,,"04/26/2024, 4:39:36 PM","04/26/2024, 4:39:16 PM",cd95729a-23e8-9de1-6538-cced7d272e96,-14400000,"04/26/2024, 4:39:36 PM",,xtfbSOmziO,
"04/27/2024, 5:12:16 AM",2.000000,com.sec.android.app.shealth,,"04/27/2024, 5:12:26 AM","04/27/2024, 5:11:13 AM",4c3e0b18-f259-6c4f-b3e9-20d35f127b6f,-14400000,"04/27/2024, 5:11:25 AM",,xtfbSOmziO,
"04/27/2024, 5:38:49 AM",1.000000,com.sec.android.app.shealth,,"04/27/2024, 5:39:03 AM","04/27/2024, 5:38:18 AM",2b7ffbc7-555c-75e8-7855-a583c5b04687,-14400000,"04/27/2024, 5:38:39 AM",,xtfbSOmziO,
"04/27/2024, 6:25:32 AM",1.000000,com.sec.android.app.shealth,,"04/27/2024, 6:25:35 AM","04/27/2024, 6:25:13 AM",52c467a8-eb43-b242-6a3d-01f6ec5956df,-14400000,"04/27/2024, 6:25:35 AM",,xtfbSOmziO,
"04/27/2024, 9:35:10 AM",1.000000,com.sec.android.app.shealth,,"04/27/2024, 9:38:24 AM","04/27/2024, 9:35:01 AM",85f3644d-a1a3-e533-913e-fd6c94175d19,-14400000,"04/27/2024, 9:38:24 AM",,xtfbSOmziO,
"04/27/2024, 10:45:55 AM",1.000000,com.sec.android.app.shealth,,"04/27/2024, 10:45:58 AM","04/27/2024, 10:45:40 AM",b0482237-f4be-5955-94eb-665dba29dad9,-14400000,"04/27/2024, 10:45:58 AM",,xtfbSOmziO,
"04/27/2024, 11:04:57 AM",1.000000,com.sec.android.app.shealth,,"04/27/2024, 11:05:12 AM","04/27/2024, 11:04:48 AM",8abc0970-3e08-057a-8da8-55c68d32965a,-14400000,"04/27/2024, 11:05:12 AM",,xtfbSOmziO,
"04/27/2024, 11:33:31 AM",1.000000,com.sec.android.app.shealth,,"04/27/2024, 11:34:08 AM","04/27/2024, 11:33:20 AM",2169cc86-a9d1-7c30-dd5a-7d093a5a8d1a,-14400000,"04/27/2024, 11:34:08 AM",,xtfbSOmziO,
"04/27/2024, 12:58:39 PM",1.000000,com.sec.android.app.shealth,,"04/27/2024, 1:00:19 PM","04/27/2024, 12:58:26 PM",e6c177ae-28c9-395c-4ba6-0f7d1a9d92d8,-14400000,"04/27/2024, 1:00:19 PM",,xtfbSOmziO,
"04/27/2024, 2:53:26 PM",1.000000,com.sec.android.app.shealth,,"04/27/2024, 2:54:45 PM","04/27/2024, 2:53:13 PM",abcc35d2-c803-30a5-d900-01c0c1e10d9d,-14400000,"04/27/2024, 2:54:45 PM",,xtfbSOmziO,
"04/27/2024, 4:09:41 PM",1.000000,com.sec.android.app.shealth,,"04/27/2024, 4:09:45 PM","04/27/2024, 4:09:23 PM",8c33e0a2-cb58-1398-a719-2c40aa85ea49,-14400000,"04/27/2024, 4:09:45 PM",,xtfbSOmziO,
"04/27/2024, 4:28:53 PM",4.000000,com.sec.android.app.shealth,,"04/27/2024, 4:29:34 PM","04/27/2024, 4:27:36 PM",b118baf2-2d40-f367-c3a5-e6650f15696e,-14400000,"04/27/2024, 4:28:25 PM",,xtfbSOmziO,
"04/27/2024, 9:00:05 PM",1.000000,com.sec.android.app.shealth,,"04/27/2024, 9:00:25 PM","04/27/2024, 8:59:53 PM",613e8d84-32b6-5cd9-5f14-3f361305bc50,-14400000,"04/27/2024, 9:00:25 PM",,xtfbSOmziO,
"04/27/2024, 9:01:07 PM",4.000000,com.sec.android.app.shealth,,"04/27/2024, 9:01:21 PM","04/27/2024, 9:00:05 PM",d64298d9-1388-694f-b948-479aa0dd0105,-14400000,"04/27/2024, 9:00:25 PM",,xtfbSOmziO,
"04/28/2024, 11:08:11 AM",1.000000,com.sec.android.app.shealth,,"04/28/2024, 11:13:25 AM","04/28/2024, 11:08:05 AM",253fe9e0-a62a-dd13-cb86-05ac7cf78163,-14400000,"04/28/2024, 11:13:25 AM",,xtfbSOmziO,
"04/28/2024, 11:20:15 AM",1.000000,com.sec.android.app.shealth,,"04/28/2024, 11:21:30 AM","04/28/2024, 11:20:06 AM",a7c8bf8e-b853-7d2f-51c2-959c9a8267b3,-14400000,"04/28/2024, 11:21:30 AM",,xtfbSOmziO,
"04/30/2024, 7:03:24 AM",1.000000,com.sec.android.app.shealth,,"04/30/2024, 7:03:37 AM","04/30/2024, 7:03:12 AM",eea71aab-da12-12d6-650e-8fec7861e5be,-14400000,"04/30/2024, 7:03:37 AM",,xtfbSOmziO,
"04/30/2024, 1:12:56 PM",1.000000,com.sec.android.app.shealth,,"04/30/2024, 1:12:57 PM","04/30/2024, 1:12:36 PM",04b92aeb-da77-a649-a332-53299423ecc2,-14400000,"04/30/2024, 1:12:57 PM",,xtfbSOmziO,
"05/02/2024, 11:59:24 AM",1.000000,com.sec.android.app.shealth,,"05/02/2024, 11:59:58 AM","05/02/2024, 11:59:15 AM",ff2df101-b455-cc6c-d493-51365b549a07,-14400000,"05/02/2024, 11:59:58 AM",,xtfbSOmziO,
"05/04/2024, 8:32:39 AM",1.000000,com.sec.android.app.shealth,,"05/04/2024, 8:32:57 AM","05/04/2024, 8:32:19 AM",6e176299-3787-43e5-0f40-0aaf364946d2,-14400000,"05/04/2024, 8:32:38 AM",,xtfbSOmziO,
"05/04/2024, 9:10:36 AM",2.000000,com.sec.android.app.shealth,,"05/04/2024, 9:11:07 AM","05/04/2024, 9:10:02 AM",e0eda372-3589-b4b8-2308-0ffc6b392b4b,-14400000,"05/04/2024, 9:11:07 AM",,xtfbSOmziO,
"05/04/2024, 9:20:02 AM",1.000000,com.sec.android.app.shealth,,"05/04/2024, 9:20:06 AM","05/04/2024, 9:19:45 AM",8b86d097-ca5d-9995-d2a1-641f6797f665,-14400000,"05/04/2024, 9:20:00 AM",,xtfbSOmziO,
"05/07/2024, 2:42:10 PM",1.000000,com.sec.android.app.shealth,,"05/07/2024, 2:42:12 PM","05/07/2024, 2:41:57 PM",34faa8b8-6b70-59d1-c241-c9c5b7779be5,-14400000,"05/07/2024, 2:42:12 PM",,xtfbSOmziO,
"05/16/2024, 3:54:54 PM",1.000000,com.sec.android.app.shealth,,"05/16/2024, 3:55:21 PM","05/16/2024, 3:54:37 PM",5c17d6e3-2e53-2876-1058-3c81af647f8b,-14400000,"05/16/2024, 3:54:53 PM",,xtfbSOmziO,
"05/16/2024, 4:10:51 PM",1.000000,com.sec.android.app.shealth,,"05/16/2024, 4:12:51 PM","05/16/2024, 4:10:34 PM",539f1ca5-48c4-6f53-1d25-c3f0d84f0444,-14400000,"05/16/2024, 4:12:51 PM",,xtfbSOmziO,
"05/16/2024, 6:24:01 PM",1.000000,com.sec.android.app.shealth,,"05/16/2024, 6:25:11 PM","05/16/2024, 6:23:55 PM",7e25e86b-8511-d69b-32fe-896da104b50c,-14400000,"05/16/2024, 6:25:11 PM",,xtfbSOmziO,
"08/25/2024, 4:19:31 PM",1.000000,com.sec.android.app.shealth,,"08/25/2024, 4:23:10 PM","08/25/2024, 4:19:20 PM",7cb96205-aca7-133b-ee10-3415a27d9995,-25200000,"08/25/2024, 4:23:10 PM",,xtfbSOmziO,
"08/25/2024, 4:31:06 PM",1.000000,com.sec.android.app.shealth,,"08/25/2024, 4:34:33 PM","08/25/2024, 4:30:52 PM",11555493-b505-832a-b577-f40b97a69b19,-25200000,"08/25/2024, 4:34:33 PM",,xtfbSOmziO,
"08/25/2024, 5:15:21 PM",4.000000,com.sec.android.app.shealth,,"08/25/2024, 5:16:26 PM","08/25/2024, 5:14:20 PM",a59118c6-0830-c966-102c-412bf21851be,-25200000,"08/25/2024, 5:16:25 PM",,xtfbSOmziO,
"08/26/2024, 12:16:38 PM",1.000000,com.sec.android.app.shealth,,"08/26/2024, 12:17:33 PM","08/26/2024, 12:16:25 PM",5c03f450-97c2-3978-4ea2-3e2465fa9b07,-25200000,"08/26/2024, 12:17:33 PM",,xtfbSOmziO,
"08/26/2024, 6:09:53 PM",2.000000,com.sec.android.app.shealth,,"08/26/2024, 6:10:43 PM","08/26/2024, 6:09:25 PM",e15048dc-7bdf-fb7d-7427-d1878ce91b40,-25200000,"08/26/2024, 6:10:43 PM",,xtfbSOmziO,
"08/26/2024, 6:59:31 PM",4.000000,com.sec.android.app.shealth,,"08/26/2024, 6:59:53 PM","08/26/2024, 6:58:44 PM",f985b7f5-a81a-c43f-9a3b-376ceb0ddf8e,-25200000,"08/26/2024, 6:59:14 PM",,xtfbSOmziO,
"08/27/2024, 9:16:15 AM",1.000000,com.sec.android.app.shealth,,"08/27/2024, 9:17:48 AM","08/27/2024, 9:16:02 AM",6e4ef569-27fc-3c7f-051d-462e573a4740,-25200000,"08/27/2024, 9:16:09 AM",,xtfbSOmziO,
"08/20/2024, 8:49:17 AM",1.000000,com.sec.android.app.shealth,,"08/20/2024, 8:51:27 AM","08/20/2024, 8:49:06 AM",0084b384-4c60-7995-765e-f2751229ba92,-14400000,"08/20/2024, 8:51:27 AM",,xtfbSOmziO,
"08/20/2024, 8:50:29 AM",1.000000,com.sec.android.app.shealth,,"08/20/2024, 8:51:27 AM","08/20/2024, 8:50:18 AM",0465d38f-0881-a9ef-f16b-802cd92ae0f2,-14400000,"08/20/2024, 8:51:27 AM",,xtfbSOmziO,
"08/20/2024, 3:42:18 PM",4.000000,com.sec.android.app.shealth,,"08/20/2024, 3:42:43 PM","08/20/2024, 3:41:30 PM",269d2e4b-b8e3-5f38-6f7a-c6da4561b24e,-14400000,"08/20/2024, 3:41:57 PM",,xtfbSOmziO,
"08/20/2024, 4:06:29 PM",4.000000,com.sec.android.app.shealth,,"08/20/2024, 4:07:53 PM","08/20/2024, 4:05:34 PM",03423d30-ae75-7a08-5e36-4a4102ea6309,-14400000,"08/20/2024, 4:06:27 PM",,xtfbSOmziO,
"08/20/2024, 4:17:13 PM",4.000000,com.sec.android.app.shealth,,"08/20/2024, 4:18:10 PM","08/20/2024, 4:16:39 PM",bfe79d63-9b73-4160-d9b7-9e15e120c3e1,-14400000,"08/20/2024, 4:16:53 PM",,xtfbSOmziO,
"08/20/2024, 6:25:19 PM",1.000000,com.sec.android.app.shealth,,"08/20/2024, 6:26:25 PM","08/20/2024, 6:24:59 PM",083eee24-00ea-20d6-fef8-2829d681912d,-14400000,"08/20/2024, 6:26:24 PM",,xtfbSOmziO,
"08/20/2024, 10:28:50 PM",1.000000,com.sec.android.app.shealth,,"08/20/2024, 10:34:21 PM","08/20/2024, 10:28:40 PM",208736b8-23a3-a801-a2aa-e40a2033653c,-14400000,"08/20/2024, 10:34:21 PM",,xtfbSOmziO,
