com.samsung.shealth.stand_day_summary,1148009,2
stand_time,modify_sh_ver,pkg_name,day_time,update_time,datauuid,create_time,create_sh_ver,deviceuuid
0,,com.sec.android.app.shealth,1714089600000,"04/26/2024, 9:57:19 AM",10b3779b-ca7e-4946-2829-52db7fef89e7,"04/26/2024, 9:57:19 AM",,xtfbSOmziO,
0,,com.sec.android.app.shealth,1714176000000,"04/26/2024, 9:00:24 PM",54afcd51-7407-13d5-0e52-5d0c370b6f63,"04/26/2024, 9:00:24 PM",,xtfbSOmziO,
0,,com.sec.android.app.shealth,1714262400000,"04/28/2024, 3:16:52 AM",bda26041-d889-962d-c366-c6d227585b19,"04/27/2024, 9:00:03 PM",,xtfbSOmziO,
262144,,com.sec.android.app.shealth,1714348800000,"04/29/2024, 3:50:46 PM",ea53b5e3-be00-21ad-7c79-471156684d3c,"04/28/2024, 9:00:03 PM",,xtfbSOmziO,
256,,com.sec.android.app.shealth,1714435200000,"04/30/2024, 12:01:58 PM",21f0c5f1-bc48-77f4-8a48-f24f84fba23a,"04/29/2024, 9:00:02 PM",,xtfbSOmziO,
0,,com.sec.android.app.shealth,1714521600000,"04/30/2024, 9:00:16 PM",d8977336-0a45-6828-162b-9cb2a2d3af22,"04/30/2024, 9:00:16 PM",,xtfbSOmziO,
0,,com.sec.android.app.shealth,1714608000000,"05/01/2024, 9:00:17 PM",ccfbbfbf-c388-060d-651a-a77e6beb776b,"05/01/2024, 9:00:17 PM",,xtfbSOmziO,
0,,com.sec.android.app.shealth,1714694400000,"05/02/2024, 9:00:16 PM",2cc1204d-449e-a24b-eb69-90dfd583bcff,"05/02/2024, 9:00:16 PM",,xtfbSOmziO,
294912,,com.sec.android.app.shealth,1714780800000,"05/04/2024, 3:36:11 PM",19e04064-f1d4-35d6-bed6-cc926a3a79a3,"05/03/2024, 9:00:05 PM",,xtfbSOmziO,
0,,com.sec.android.app.shealth,1714867200000,"05/04/2024, 9:00:07 PM",824a50b2-7839-0697-f9a1-ed5aea02ea6d,"05/04/2024, 9:00:07 PM",,xtfbSOmziO,
0,,com.sec.android.app.shealth,1714953600000,"05/06/2024, 9:33:53 AM",59c78c33-00b3-bcda-4607-8ed2a265d67f,"05/05/2024, 9:00:06 PM",,xtfbSOmziO,
0,,com.sec.android.app.shealth,1715040000000,"05/07/2024, 2:12:28 AM",0d3712aa-743c-9926-3c1d-2284c1d3dcfd,"05/07/2024, 2:12:28 AM",,xtfbSOmziO,
0,,com.sec.android.app.shealth,1715126400000,"05/08/2024, 2:27:38 AM",e700923e-d30d-6a28-40e7-e115e8c95590,"05/07/2024, 9:00:06 PM",,xtfbSOmziO,
0,,com.sec.android.app.shealth,1715212800000,"05/09/2024, 9:30:45 AM",d1eaa017-3297-256c-9944-77aee15d4501,"05/09/2024, 9:30:45 AM",,xtfbSOmziO,
0,,com.sec.android.app.shealth,1715299200000,"05/09/2024, 9:00:05 PM",2766a195-3e4d-f91d-eeed-0b5f68f52e11,"05/09/2024, 9:00:05 PM",,xtfbSOmziO,
0,,com.sec.android.app.shealth,1715817600000,"05/16/2024, 9:40:01 AM",bd0e19bd-33aa-1e64-46a1-e5351b31442b,"05/16/2024, 9:40:01 AM",,xtfbSOmziO,
0,,com.sec.android.app.shealth,1715904000000,"05/17/2024, 2:41:06 PM",646ad3bf-567e-5c15-a9b1-dd3285e1e304,"05/16/2024, 9:00:05 PM",,xtfbSOmziO,
0,,com.sec.android.app.shealth,1715990400000,"05/17/2024, 9:00:02 PM",f2621712-5ce0-b3db-dac4-6d100b242226,"05/17/2024, 9:00:02 PM",,xtfbSOmziO,
