update_time,create_sh_ver,walk_time,exercise_time,dynamic_active_time,pkg_name,target,dynamic_active_time_target,score,goal,duration_type,move_hourly_count,create_time,step_count,distance,extra_data,run_time,exercise_calorie_target,longest_active_time,longest_idle_time,movement_type,datauuid,active_time,exercise_time_target,day_time,calorie,others_time,move_hourly_target,floors_target,floor_count,energy_type,deviceuuid,modify_sh_ver
"04/30/2024, 12:17:51 PM",,0,,,com.sec.android.app.shealth,,,0,-1,,,"04/30/2024, 12:17:51 PM",0,0.000000,cb433396-9ac2-42af-b9b1-31a9cfe31a7c.extra_data,0,,0,-1,,cb433396-9ac2-42af-b9b1-31a9cfe31a7c,0,,1711929600000,0.000000,0,,,,,HuT3voPSBy,,
"04/30/2024, 12:17:51 PM",,0,,,com.sec.android.app.shealth,,,0,-1,,,"04/30/2024, 12:17:51 PM",0,0.000000,7d184d18-9255-43c4-a6db-cb4f7ae88602.extra_data,0,,0,-1,,7d184d18-9255-43c4-a6db-cb4f7ae88602,0,,1712016000000,0.000000,0,,,,,HuT3voPSBy,,
"04/30/2024, 12:17:51 PM",,0,,,com.sec.android.app.shealth,,,0,-1,,,"04/30/2024, 12:17:51 PM",0,0.000000,9a777038-1293-44aa-87de-0e38b3f80d12.extra_data,0,,0,-1,,9a777038-1293-44aa-87de-0e38b3f80d12,0,,1712102400000,0.000000,0,,,,,HuT3voPSBy,,
"04/30/2024, 12:17:51 PM",,0,,,com.sec.android.app.shealth,,,0,-1,,,"04/30/2024, 12:17:51 PM",0,0.000000,7a334e36-4711-45c5-a175-3cdbce54ddb6.extra_data,0,,0,-1,,7a334e36-4711-45c5-a175-3cdbce54ddb6,0,,1712188800000,0.000000,0,,,,,HuT3voPSBy,,
"04/30/2024, 12:17:51 PM",,0,,,com.sec.android.app.shealth,,,0,-1,,,"04/30/2024, 12:17:51 PM",0,0.000000,c6bbb1d8-fe7d-426b-b8a6-0809c9984b65.extra_data,0,,0,-1,,c6bbb1d8-fe7d-426b-b8a6-0809c9984b65,0,,1712275200000,0.000000,0,,,,,HuT3voPSBy,,
"04/30/2024, 12:17:51 PM",,0,,,com.sec.android.app.shealth,,,0,-1,,,"04/30/2024, 12:17:51 PM",0,0.000000,f9097cb9-ae37-4813-b8a6-8d954e845aaa.extra_data,0,,0,-1,,f9097cb9-ae37-4813-b8a6-8d954e845aaa,0,,1712361600000,0.000000,0,,,,,HuT3voPSBy,,
"04/30/2024, 12:17:51 PM",,0,,,com.sec.android.app.shealth,,,0,-1,,,"04/30/2024, 12:17:51 PM",0,0.000000,c734fd5c-eba3-4d1f-aead-dcef2addf271.extra_data,0,,0,-1,,c734fd5c-eba3-4d1f-aead-dcef2addf271,0,,1712448000000,0.000000,0,,,,,HuT3voPSBy,,
"04/30/2024, 12:17:51 PM",,0,,,com.sec.android.app.shealth,,,0,-1,,,"04/30/2024, 12:17:51 PM",0,0.000000,d215c115-b3e6-461b-beb8-4ec1644f514b.extra_data,0,,0,-1,,d215c115-b3e6-461b-beb8-4ec1644f514b,0,,1712534400000,0.000000,0,,,,,HuT3voPSBy,,
"04/30/2024, 12:17:51 PM",,0,,,com.sec.android.app.shealth,,,0,-1,,,"04/30/2024, 12:17:51 PM",0,0.000000,d43f8784-a14f-484b-8d59-9b85932f462b.extra_data,0,,0,-1,,d43f8784-a14f-484b-8d59-9b85932f462b,0,,1712620800000,0.000000,0,,,,,HuT3voPSBy,,
"04/30/2024, 12:17:51 PM",,0,,,com.sec.android.app.shealth,,,0,-1,,,"04/30/2024, 12:17:51 PM",0,0.000000,fb4f3452-842c-40e0-80f6-c9a2d2cde825.extra_data,0,,0,-1,,fb4f3452-842c-40e0-80f6-c9a2d2cde825,0,,1712707200000,0.000000,0,,,,,HuT3voPSBy,,
